company_name,email,website,phone,street,postcode,city,country,founding_year,employee_count,distribution_area,description,source,source_detail,verify_status,verify_code,verify_method,catch_all
CCS Conveyor Cleaning Systems GmbH,info@ccs-info.de; kontakt@ccs-info.de; mail@ccs-info.de; office@ccs-info.de,http://www.ccs-info.de/,,Margarete-Steiff-Strasse 7,28844,Weyhe,DE,,,", Montage und Inbetriebnahme durch.\nService - Ins",,Europages,"pattern_mx_top3:info@ccs-info.de,kontakt@ccs-info.de,office@ccs-info.de",unknown,,smtp_unreachable,false
Wein- und Sektgut Rosenhof GbR,info@rosenhof-steinweiler.de; kontakt@rosenhof-steinweiler.de; martin@rosenhof-steinweiler.de; office@rosenhof-steinweiler.de,https://www.rosenhof-steinweiler.de,,Rosenhof 6,76872,Steinweiler,DE,,,,,Europages,"pattern_mx_top3:info@rosenhof-steinweiler.de,kontakt@rosenhof-steinweiler.de,office@rosenhof-steinweiler.de",unknown,,smtp_unreachable,false
pamax GmbH,info@pamax-cnc.de; kontakt@pamax-cnc.de; office@pamax-cnc.de,https://pamax-cnc.de/,,Stadtweg 38,78658,Zimmern ob Rottweil,DE,,,,,Europages,"pattern_mx_top3:kontakt@pamax-cnc.de,office@pamax-cnc.de",unknown,,smtp_unreachable,false
INTECS innovative technische Systeme Michael Ummenhofer,info@intecs-hebetechnik.com; kontakt@intecs-hebetechnik.com; office@intecs-hebetechnik.com,https://www.intecs-hebetechnik.com,,Langer Weg 15,88682,Salem,DE,,,,,Europages,"pattern_mx_top3:kontakt@intecs-hebetechnik.com,office@intecs-hebetechnik.com",unknown,,smtp_unreachable,false
"AMN-Elektrotechnik, Inh. Amon Lema",info@amn-elektrotechnik.de,https://amn-elektrotechnik.de/,,Kirchwegstraße 5,77855,Sasbachried,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Wortland Inh. Carmen Maria Beck,contact@wortland.com,https://www.wortland.com,,"Tal 44,",80331,München,DE,,,,,Europages,"pattern_mx_top3:info@wortland.com,kontakt@wortland.com,office@wortland.com",unknown,,smtp_unreachable,false
Gebatec Geräte- und Bauelemente-Technik GmbH,dennis.jung@gebatec.de; horst.otto@gebatec.de; info@gebatec.de; peter.jung@gebatec.de,http://www.gebatec.de/,,In der Pitz 1,35102,Lohra,DE,,,,,Europages,"pattern_mx_top3:kontakt@gebatec.de,office@gebatec.de",unknown,,smtp_unreachable,false
GF Servicetec Brandschutztechnik,info@gf-servicetec.de; kontakt@gf-servicetec.de; office@gf-servicetec.de,https://www.gf-servicetec.de,,Passauer Str. 68,94060,Pocking,DE,,,,,Europages,"pattern_mx_top3:kontakt@gf-servicetec.de,office@gf-servicetec.de",unknown,,smtp_unreachable,false
Power of Nature - Windenergie,info@powernature.de; joerg.fuertges@powernature.de; kontakt@powernature.de; office@powernature.de,http://www.powernature.de/,,Aulendorf 40,48727,Billerbeck,DE,,,,,Europages,"pattern_mx_top3:kontakt@powernature.de,office@powernature.de",unknown,,smtp_unreachable,false
D.F.S. Weidemann GmbH,info@dfs-weidemann.de; kontakt@dfs-weidemann.de; mail@dfs-weidemann.de; office@dfs-weidemann.de,http://dfs-weidemann.de/,,Ermighäuser Weg 59,34497,Korbach,DE,,,,,Europages,"pattern_mx_top3:info@dfs-weidemann.de,kontakt@dfs-weidemann.de,office@dfs-weidemann.de",unknown,,smtp_unreachable,false
G & G Naturpack GmbH,dh@gug-naturpack.de; gp@gug-naturpack.de; gug@gug-naturpack.de; info@gugnaturpack.de; kontakt@gugnaturpack.de; office@gugnaturpack.de; service@gugnaturpack.de; vertrieb@gugnaturpack.de,https://www.gugnaturpack.de/,,Im Tirol 6,34434,Borgentreich-Körbecke,DE,,,"und Abholung, Palettenreparatur, Entsorgung sowie",,Europages,"pattern_mx:info@gugnaturpack.de,service@gugnaturpack.de,kontakt@gugnaturpack.de,vertrieb@gugnaturpack.de,office@gugnaturpack.de",unknown,,smtp_unreachable,false
EGM & MOMAC GmbH & Co.KG,info@momac-group.de; kontakt@momac-group.de; office@momac-group.de; service@momac-group.de; vertrieb@momac-group.de; f.gruenberg@momac.de; info@momac.de; leske@momac.de; s.leske@momac.de,https://momac-group.de,,Am Schürmannshütt 39,47441,Moers,DE,,,,,Europages,"pattern_mx:kontakt@momac-group.de,vertrieb@momac-group.de,office@momac-group.de,info@momac-group.de,service@momac-group.de",unknown,,smtp_unreachable,false
Vliesstoff Kasper GmbH,c.kamp@vliesstoff.de; info@vliesstoff.de; kontakt@vliesstoff.de; m.korrenz@vliesstoff.de; office@vliesstoff.de; t.reinartz@vliesstoff.de,http://www.vliesstoff.de/,,Rönneterring 7-9,41068,Mönchengladbach,DE,,,,,Europages,"pattern_mx_top3:kontakt@vliesstoff.de,office@vliesstoff.de",unknown,,smtp_unreachable,false
Glasgravur Inge Gerner,christophhagedorn@glasgravur.net; info@glasgravur.net; ingegerner@glasgravur.net; kontakt@glasgravur.net; office@glasgravur.net,http://www.glasgravur.net/,,Am Juliusturm 64,13599,Berlin,DE,,,,,Europages,"pattern_mx_top3:info@glasgravur.net,kontakt@glasgravur.net,office@glasgravur.net",unknown,,smtp_unreachable,false
ZVN Hygiene + Kaffee GmbH,dm@zvn.de; info@zvn-shop.de; info@zvn.de; kontakt@zvn-shop.de; office@zvn-shop.de; service@zvn-shop.de; vertrieb@zvn-shop.de,http://www.zvn-shop.de/,,Arenskule 9,21339,Lüneburg,DE,,,und reibungslose Abwicklung\n\n    Bestellen Sie t,,Europages,"pattern_mx:vertrieb@zvn-shop.de,office@zvn-shop.de,service@zvn-shop.de,kontakt@zvn-shop.de,info@zvn-shop.de",unknown,,smtp_unreachable,false
KM Blechbearbeitung GmbH,info@km-blechbearbeitung.de; office@km-blechbearbeitung.de,http://www.km-blechbearbeitung.de/,,Am Sandborn 18,63500,Seligenstadt,DE,,,,,Europages,"pattern_mx_top3:kontakt@km-blechbearbeitung.de,office@km-blechbearbeitung.de",unknown,,smtp_unreachable,false
Quatrol Plus GmbH,info@quatrol.plus; kontakt@quatrol.plus; l.sanchez@quatrol.plus; office@quatrol.plus,https://quatrol.plus/,,"Engelbergstraße , 106",70499,Stuttgart,DE,,,,,Europages,"pattern_mx_top3:kontakt@quatrol.plus,office@quatrol.plus",unknown,,smtp_unreachable,false
LASER Blechbe-& -verarbeitungs GmbH,info@lasergmbh-gera.de; kontakt@lasergmbh-gera.de; michael.unglaub@lasergmbh-gera.de; office@lasergmbh-gera.de,http://www.lasergmbh-gera.de/,,Salzstrasse 9,07551,Gera,DE,,,,,Europages,"pattern_mx_top3:kontakt@lasergmbh-gera.de,office@lasergmbh-gera.de",unknown,,smtp_unreachable,false
Spar-Pack Verpackungsmaterialien,info@spar-pack.de; kontakt@spar-pack.de; maren.kolde@spar-pack.de; nico.sparhuber@spar-pack.de; office@spar-pack.de; shirley.sparhuber@spar-pack.de,http://www.spar-pack.de/,,Anne-Frank-Straße 18c,49170,Hagen am Teutoburger Wald,DE,,,,,Europages,"pattern_mx_top3:kontakt@spar-pack.de,office@spar-pack.de",unknown,,smtp_unreachable,false
Hellmich GmbH & Co KG,biermann@hellmich.com; c.hellmich@hellmich.com; info@hellmich.com; kontakt@hellmich.com; office@hellmich.com; verkauf@hellmich.com,http://www.hellmich.com/,,Holtkampweg 13,32278,Kirchlengern,DE,,,,,Europages,"pattern_mx_top3:kontakt@hellmich.com,office@hellmich.com",unknown,,smtp_unreachable,false
Hopf Vertriebsgesellschaft,c.bender@hopf-online.de; info@hopf-online.de; kontakt@hopf-online.de; office@hopf-online.de,http://www.hopf-online.de/,,Katharina-Paulus-Straße 8,65824,Schwalbach,DE,,,,,Europages,"pattern_mx_top3:kontakt@hopf-online.de,office@hopf-online.de",unknown,,smtp_unreachable,false
WVG alu-tec GmbH,agruhs@alu-tecwvg.com; info@alu-tecwvg.com; info@alu-tecwvg.de; kontakt@alu-tecwvg.de; office@alu-tecwvg.de; service@alu-tecwvg.de; vertrieb@alu-tecwvg.de,https://www.alu-tecwvg.de/,,Am Kirchfeld 3,34454,Bad Arolsen,DE,,,,,Europages,"pattern_mx:info@alu-tecwvg.de,office@alu-tecwvg.de,service@alu-tecwvg.de,kontakt@alu-tecwvg.de,vertrieb@alu-tecwvg.de",unknown,,smtp_unreachable,false
Schmiedeberger Gießerei GmbH,christoffer.schroth@schmie-guss.de; info@schmie-guss.de; kappelt@schmie-guss.de; kontakt@schmie-guss.de; michael.mitto@schmie-guss.de; office@schmie-guss.de; vertrieb@schmie-guss.de,http://www.schmie-guss.de/,,Altenberger Strasse 59a,01744,Dippoldiswalde,DE,,,,,Europages,"pattern_mx_top3:info@schmie-guss.de,kontakt@schmie-guss.de,office@schmie-guss.de",unknown,,smtp_unreachable,false
Eisele GmbH & Co KG,info@schlosser-transporte.de; maeisele@gmx.de; p.ulmer-ngs@gmx.de; pspixels@gmx.de; sam.haus@gmx.de; schlosser-tanktrans@gmx.de,http://www.eisele-planen.de/,,Murgtalstrasse 12,76437,Rastatt,DE,,,innerhalb von 24 Stunden,,Europages,"Europages + MainDB; pattern_mx_top3:kontakt@eisele-planen.de,office@eisele-planen.de; consolidated_sync:c.herrmann@eisele-planen.de,info@eisele-planen.de,info@schlosser-transporte.de,maeisele@gmx.de,p.ulmer-ngs@gmx.de,pspixels@gmx.de,sam.haus@gmx.de,schlosser-tanktrans@gmx.de",unknown,,smtp_unreachable,false
Carbon Composite AG,info@carbon-composite.com; kontakt@carbon-composite.com; office@carbon-composite.com,http://www.carbon-composite.com/,,Karl-Benz-Strasse 1-3,73550,Waldstetten,DE,,,,,Europages,"pattern_mx_top3:kontakt@carbon-composite.com,office@carbon-composite.com",unknown,,smtp_unreachable,false
Matthias Reinhold e.K.DOS,info@dos-moebel.de; kontakt@dos-moebel.de; office@dos-moebel.de,http://www.dos-moebel.de/,,Albertistrasse 18,08468,Reichenbach im Vogtland,DE,,,,,Europages,"pattern_mx_top3:kontakt@dos-moebel.de,office@dos-moebel.de",unknown,,smtp_unreachable,false
Necker Technologie GmbH,info@kbe-elektronik-elektrotechnik.de; kontakt@kbe-elektronik-elektrotechnik.de; office@kbe-elektronik-elektrotechnik.de; service@kbe-elektronik-elektrotechnik.de; vertrieb@kbe-elektronik-elektrotechnik.de; info@kbe-necker.de,https://www.kbe-elektronik-elektrotechnik.de/,,"Liebigstraße 8,",85757,Karlsfeld,DE,,,,,Europages,"pattern_mx:kontakt@kbe-elektronik-elektrotechnik.de,office@kbe-elektronik-elektrotechnik.de,service@kbe-elektronik-elektrotechnik.de,vertrieb@kbe-elektronik-elektrotechnik.de,info@kbe-elektronik-elektrotechnik.de",unknown,,smtp_unreachable,false
GGB,andreas.epli@ggbearings.com; info@ggbearings.com; kontakt@ggbearings.com; marketing@ggbearings.com; office@ggbearings.com; silke.frank@ggbearings.com; suzanne.krug@ggbearings.com,https://www.ggbearings.com/de,,Ochsenbrunnenstrasse 9,74078,Heilbronn,DE,,,,,Europages,"pattern_mx_top3:info@ggbearings.com,kontakt@ggbearings.com,office@ggbearings.com",unknown,,smtp_unreachable,false
Rollo Rieper,info@rollorieper.de; kontakt@rollorieper.de; office@rollorieper.de; rieper@rollorieper.de,https://www.rollorieper.de/,,Hans-Bredow-Strasse 64,28307,Bremen,DE,,,,,Europages,"pattern_mx_top3:kontakt@rollorieper.de,office@rollorieper.de",unknown,,smtp_unreachable,false
Safety First Inh. Annerose Scheffler e.K.,dietrich@sf-regale.de; info@sf-regale.de; kontakt@sf-regale.de; office@sf-regale.de; scheffler@sf-regale.de; service@sf-regale.de,http://www.sf-regale.de,,Bismarckstraße 141,41542,Dormagen,DE,,,,,Europages,"pattern_mx_top3:info@sf-regale.de,kontakt@sf-regale.de,office@sf-regale.de",unknown,,smtp_unreachable,false
InnTecFlow GmbH,info@inntecflow.de; kontakt@inntecflow.de; office@inntecflow.de,http://www.inntecflow.de/,,Birkenstrasse 22,97255,Gelchsheim,DE,,,,,Europages,"pattern_mx_top3:kontakt@inntecflow.de,office@inntecflow.de",unknown,,smtp_unreachable,false
Teradyne Robotics (Germany) GmbH,denis.pineda@teradyne-robotics.com; info@universal-robots.com; kontakt@universal-robots.com; natalie.wittmann@teradyne-robotics.com; office@universal-robots.com; sales@universal-robots.com,http://www.universal-robots.com/,,Zielstattstraße 36,81379,München,DE,,,,,Europages,"pattern_mx_top3:info@universal-robots.com,kontakt@universal-robots.com,office@universal-robots.com",unknown,,smtp_unreachable,false
KLÖPPER-THERM GmbH,h.losch@kloepper-therm.de; hf.hinz@kloepper-therm.de; info@kloepper-therm.de; j.himmelmann@kloepper-therm.de; kontakt@kloepper-therm.de; m.degeler@kloepper-therm.de; m.huckestein@kloepper-therm.de; office@kloepper-therm.de; r.lamers@kloepper-therm.de; sales@kloepper-therm.de; t.oeztoprak@kloepper-therm.de,http://www.kloepper-therm.de/,,Unterste-Wilms-Strasse 21,44143,Dortmund,DE,,,,,Europages,"pattern_mx_top3:info@kloepper-therm.de,kontakt@kloepper-therm.de,office@kloepper-therm.de",unknown,,smtp_unreachable,false
Arthur Schopf Hygiene GmbH & Co. KG,info@schopf-hygiene.de; kontakt@schopf-hygiene.de; office@schopf-hygiene.de,http://www.schopf-hygiene.de/,,Pfaffensteinstrasse 1,83115,Neubeuern,DE,,,,,Europages,"pattern_mx_top3:kontakt@schopf-hygiene.de,office@schopf-hygiene.de",unknown,,smtp_unreachable,false
CNC – Marsberg Inh. Sedat Gülbahar,info@cnc-marsberg.de,https://cnc-marsberg.de/,,Unterm Ohmberg 3,34431,Marsberg,DE,,,en \nVölkers Metallbearbeitung\n \n CNC–Marsberg l,,Europages,,unknown,,smtp_unreachable,false
UNI-Hydraulik GmbH,info@uni-hydraulik.de; kontakt@uni-hydraulik.de; office@uni-hydraulik.de,http://www.uni-hydraulik.de/,,Schneeberger Strasse 87,08340,Schwarzenberg,DE,,,von Schmierölen &amp; Schmierfetten – UNI-Hydrauli,,Europages,"pattern_mx_top3:kontakt@uni-hydraulik.de,office@uni-hydraulik.de",unknown,,smtp_unreachable,false
Holzwaren Wasmer,holzwaren-wasmer@gmx.de; info@holzwaren-wasmer.de,http://www.holzwaren-wasmer.de/,,Stefan-Flötzl-Strasse 20,83342,Tacherting,DE,,,,,Europages,"pattern_mx_top3:kontakt@holzwaren-wasmer.de,office@holzwaren-wasmer.de",unknown,,smtp_unreachable,false
Berger Modellbau GmbH,a.berger@berger-modellbau.de; info@berger-modellbau.de; kontakt@berger-modellbau.de; m.berger@berger-modellbau.de; office@berger-modellbau.de,http://www.berger-modellbau.de/,,Kornwestheimer Strasse 204,70825,Korntal-Münchingen,DE,,,,,Europages,"pattern_mx_top3:info@berger-modellbau.de,kontakt@berger-modellbau.de,office@berger-modellbau.de",unknown,,smtp_unreachable,false
kptec precision parts gmbh,info@kptec-group.de; kontakt@kptec-group.de; office@kptec-group.de; service@kptec-group.de; vertrieb@kptec-group.de; o.igel@kptec.de,https://www.kptec-group.de,,Wiesenstrasse 33,73614,Schorndorf,DE,,,,,Europages,"pattern_mx:service@kptec-group.de,office@kptec-group.de,info@kptec-group.de,kontakt@kptec-group.de,vertrieb@kptec-group.de",unknown,,smtp_unreachable,false
DEL Normalien GmbH & Co. KG,info@mouldshop.de; kontakt@mouldshop.de; office@mouldshop.de; service@mouldshop.de; vertrieb@mouldshop.de; m.warning@del-norm.de; vertrieb@del-norm.de,https://www.mouldshop.de,,Industriestrasse 12,58553,Halver,DE,,,,,Europages,"pattern_mx:office@mouldshop.de,vertrieb@mouldshop.de,kontakt@mouldshop.de,service@mouldshop.de,info@mouldshop.de",unknown,,smtp_unreachable,false
AMA Maschinenumbau und -handel GbR,christian.attenberger@ama-maschinen.de; info@ama-maschinen.de,https://www.ama-maschinen.de,,Kölblöd 3,94439,Roßbach,DE,,,,,Europages,"pattern_mx_top3:kontakt@ama-maschinen.de,office@ama-maschinen.de",unknown,,smtp_unreachable,false
Pötter GmbH,info@poetter-gmbh.com; kontakt@poetter-gmbh.com; office@poetter-gmbh.com,http://www.poetter-gmbh.com/,,Epscheider Strasse 44,58339,Breckerfeld,DE,,,", sondern auch um die Wartung, Reparatur und Kalib",,Europages,"pattern_mx_top3:kontakt@poetter-gmbh.com,office@poetter-gmbh.com",unknown,,smtp_unreachable,false
Industrie Service Rhein-Ruhr GmbH,info@isrr-gmbh.de; kontakt@isrr-gmbh.de; office@isrr-gmbh.de; r.staude@isrr-gmbh.de,https://www.isrr-gmbh.de/,,Hülsermannshof 9A,47179,Duisburg,DE,,,,,Europages,"pattern_mx_top3:kontakt@isrr-gmbh.de,office@isrr-gmbh.de",unknown,,smtp_unreachable,false
ISH-Blümel-Industrie-Schlauch-Handels-GmbH,info@ish-bluemel.de; michael.bluemel@ish-bluemel.de; info@ish-bluemel-schlaeuche.de; kontakt@ish-bluemel-schlaeuche.de; office@ish-bluemel-schlaeuche.de; service@ish-bluemel-schlaeuche.de; vertrieb@ish-bluemel-schlaeuche.de,http://www.ish-bluemel-schlaeuche.de/,,Zum Grellberg 9,23689,Pansdorf,DE,,,,,Europages,"pattern_mx:vertrieb@ish-bluemel-schlaeuche.de,service@ish-bluemel-schlaeuche.de,kontakt@ish-bluemel-schlaeuche.de,info@ish-bluemel-schlaeuche.de,office@ish-bluemel-schlaeuche.de",unknown,,smtp_unreachable,false
Industrie-Druckerei Wobst GmbH,info@wobst-solingen.de; kontakt@wobst-solingen.de; office@wobst-solingen.de; service@wobst-solingen.de; vertrieb@wobst-solingen.de; fotolabor@wobst.com; info@wobst.com; ks@wobst.com,http://www.wobst-solingen.de,,Lindgesfeld 18,42653,Solingen,DE,,,,,Europages,"pattern_mx:office@wobst-solingen.de,service@wobst-solingen.de,vertrieb@wobst-solingen.de,info@wobst-solingen.de,kontakt@wobst-solingen.de",unknown,,smtp_unreachable,false
Schulz Werbetechnik GmbH,info@schulz-werbetechnik.de; kontakt@schulz-werbetechnik.de; office@schulz-werbetechnik.de,http://www.schulz-werbetechnik.de/,,"Griesheimer Str. 12, Lager: Am Holderstock 1",77652,Offenburg,DE,,,,,Europages,"pattern_mx_top3:kontakt@schulz-werbetechnik.de,office@schulz-werbetechnik.de",unknown,,smtp_unreachable,false
AVALESS GmbH,info@avaless.de; info@wasserspender-avaless.de; kontakt@wasserspender-avaless.de; niehaus@avaless.de; office@wasserspender-avaless.de; service@wasserspender-avaless.de; vertrieb@wasserspender-avaless.de,http://www.wasserspender-avaless.de/,,Hansastrasse 24,49205,Hasbergen,DE,,,,"Bundesweiter Vertrieb von Wasserspendern, Tafelwasseranlagen und Trinkbrunnen. Sie erhalten von uns sowohl Wasserspender mit Gallone als auch Wasserspender zum Anschluß an die Hauswasserleitung. Auch Messen und Kurzmieten sind möglich. Zu unserem Kundenkreis gehört die Arztpraxis, der Mittelständler, Die Behörde und auch der MDax Konzern. Wir unterliegen regelmäßigen Zertifizierungen seitens Fresenius. \n",Europages,"pattern_mx:service@wasserspender-avaless.de,vertrieb@wasserspender-avaless.de,office@wasserspender-avaless.de,info@wasserspender-avaless.de,kontakt@wasserspender-avaless.de",unknown,,smtp_unreachable,false
ERE Kunststoff RAM-Extrusion GmbH & Co KG,ere-kunststoff@t-online.de; info@ere-kunststoff.de; kontakt@ere-kunststoff.de; office@ere-kunststoff.de,http://www.ere-kunststoff.de/,,Auf der Steinrausch 10,53539,Kelberg,DE,,,,,Europages,"pattern_mx_top3:kontakt@ere-kunststoff.de,office@ere-kunststoff.de",unknown,,smtp_unreachable,false
LS+S Lifting Supply + Service GmbH,info@lsunds.com,https://lsunds.com/,,Auf den Holln 47,44894,Bochum,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Seiler Maschinenbau GmbH,info@seiler-maschinenbau.de; kontakt@seiler-maschinenbau.de; office@seiler-maschinenbau.de,http://www.seiler-maschinenbau.de/,,Langeler Ring 2,53842,Troisdorf,DE,,,,"Zerspanungtechnik, CNC-Drehen, Schwerlastdrehen, CNC-Fräsen, Lohnfertigung, Schleifen, Montagen- u. Baugruppen, Systemlieferant, Sondermaschinen- u. Apparatebau, Komponenten, Stahl- u. Anlagenbau\n\nZerspanung, CNC-Drehen, Schwerlastdrehen, CNC-Fräsen,\nLohnfertigung, Schleifen, Montagen- und Baugruppen,\nSystemlieferant, Sondermaschinen- und Apparatebau,\nKomponenten, Maschinen- Werkzeug- und Formenbau,\nDruckbehälterbau, Stahl- und Anlagenbau",Europages,"pattern_mx_top3:kontakt@seiler-maschinenbau.de,office@seiler-maschinenbau.de",unknown,,smtp_unreachable,false
Fair Project Messebau,info@fair-project.de; kontakt@fair-project.de; office@fair-project.de,http://www.fair-project.de/,,Gustav-adolf-strasse 16,30167,Hannover,DE,,,,,Europages,"pattern_mx_top3:kontakt@fair-project.de,office@fair-project.de",unknown,,smtp_unreachable,false
BA-Tec,info@ba-tec.com; kontakt@ba-tec.com; office@ba-tec.com,http://ba-tec.com/,,Ifm-Str.17,88069,Tettnang,DE,,,,,Europages,"pattern_mx_top3:kontakt@ba-tec.com,office@ba-tec.com",unknown,,smtp_unreachable,false
airkom Druckluft GmbH,albrecht@airkom24.de; annedamm@airkom24.de; bachstein@airkom24.de; haase@airkom24.de; hallo@airkom24.de; info@airkom24.de; kontakt@airkom24.de; neumann@airkom24.de; office@airkom24.de; rathunde@airkom24.de,http://www.airkom24.de/,,Petra-Damm-Strasse 1,15745,Wildau,DE,,,,,Europages,"pattern_mx_top3:kontakt@airkom24.de,office@airkom24.de",unknown,,smtp_unreachable,false
Aluminium Krüger GmbH,info@aluminium-krueger.de; kontakt@aluminium-krueger.de; office@aluminium-krueger.de,http://www.aluminium-krueger.de/,,Siemensstrasse 19,33415,Verl,DE,,,,,Europages,"pattern_mx_top3:kontakt@aluminium-krueger.de,office@aluminium-krueger.de",unknown,,smtp_unreachable,false
Ade Metallveredlung GmbH,info@ade-pfungstadt.de; paul.pfaff@ade-pfungstadt.de; simon.ade@ade-pfungstadt.de,http://www.ade-pfungstadt.de/,,Ostendstrasse 18,64319,Pfungstadt,DE,,,"bei zugesagten Terminen, im Rahmen unseres hohen Q",,Europages,,unknown,,smtp_unreachable,false
SAS hagmann GmbH & Co. KG,info@sashagmann.de; kontakt@sashagmann.de; monika.breithaupt@sashagmann.de; nikolas.pietrzik@sashagmann.de; office@sashagmann.de; simone.schindera@sashagmann.de; tina.schwering@sashagmann.de,http://www.sashagmann.de/,,Weberstraße 3,72160,Horb a.N.,DE,,,,,Europages,"pattern_mx_top3:kontakt@sashagmann.de,office@sashagmann.de",unknown,,smtp_unreachable,false
mtv messtechnik oHG,info@mtv-messtechnik.de; kontakt@mtv-messtechnik.de; office@mtv-messtechnik.de,https://www.mtv-messtechnik.de,,Justus-von-Liebig-Strasse 17a,50374,Erftstadt,DE,,,,,Europages,"pattern_mx_top3:kontakt@mtv-messtechnik.de,office@mtv-messtechnik.de",unknown,,smtp_unreachable,false
LSM GERMANY,info@lsm-germany.com; lsm@lsm-germany.com,http://www.lsm-germany.com,,Zum Knapp 10,49565,Bramsche,DE,,,,,Europages,"pattern_mx_top3:info@lsm-germany.com,kontakt@lsm-germany.com,office@lsm-germany.com",unknown,,smtp_unreachable,false
Heil Stahlrohrgestelle GmbH,info@heil-metalldesign.de; kontakt@heil-metalldesign.de; office@heil-metalldesign.de,http://www.heil-metalldesign.de/,,Chemnitzer Strasse 83,09212,Limbach-Oberfrohna,DE,,,,,Europages,"pattern_mx_top3:kontakt@heil-metalldesign.de,office@heil-metalldesign.de",unknown,,smtp_unreachable,false
Retec-Automark Markier- und Befestigungssysteme GmbH,info@retec-automark.de; joerg.remerscheid@retec-automark.de; jutta.remerscheid@retec-automark.de,http://www.retec-automark.de/,,Gaußstrasse 3,73230,Kirchheim,DE,,,,,Europages,"pattern_mx_top3:kontakt@retec-automark.de,office@retec-automark.de",unknown,,smtp_unreachable,false
Martin Busch & Sohn Behälter- und Apparatebau GmbH,christian.busch@mbs-apparatebau.de; info@mbs-apparatebau.de; kontakt@mbs-apparatebau.de; markus.busch@mbs-apparatebau.de; office@mbs-apparatebau.de; udo.wallraf@mbs-apparatebau.de,http://www.mbs-apparatebau.de/,,Alte Poststrasse 110,46514,Schermbeck,DE,,,,,Europages,"pattern_mx_top3:kontakt@mbs-apparatebau.de,office@mbs-apparatebau.de",unknown,,smtp_unreachable,false
TT Handels Logistik,info@tt-handelslogistik.de; kontakt@tt-handelslogistik.de; office@tt-handelslogistik.de,https://tt-handelslogistik.de,,Gewerbepark 14,91350,Gremsdorf,DE,,,"bis hin zur Rücknahme kompetent, transparent und k",,Europages,"pattern_mx_top3:kontakt@tt-handelslogistik.de,office@tt-handelslogistik.de",unknown,,smtp_unreachable,false
Wolff Kunststoffe GmbH,a.roedel@wolff-kunststoffe.de; c.binder@wolff-kunststoffe.de; info@wolff-kunststoffe.de; j.zscheuschler@wolff-kunststoffe.de; kontakt@wolff-kunststoffe.de; office@wolff-kunststoffe.de,http://www.wolff-kunststoffe.de/,,Industriestrasse 28,69509,Mörlenbach,DE,,,,,Europages,"pattern_mx_top3:kontakt@wolff-kunststoffe.de,office@wolff-kunststoffe.de",unknown,,smtp_unreachable,false
Ahrt GmbH,info@ahrt-gmbh.de; kontakt@ahrt-gmbh.de; office@ahrt-gmbh.de; sm@ahrt-gmbh.de; we@ahrt-gmbh.de,https://www.ahrt-gmbh.de,,Brohltalstr. 6,56651,Niederzissen,DE,,,,,Europages,"pattern_mx_top3:kontakt@ahrt-gmbh.de,office@ahrt-gmbh.de",unknown,,smtp_unreachable,false
Bechtle PLM Deutschland GmbH,andreas.schubert@bechtle-plm.com; charalampia.koutsoureli@bechtle-plm.com; info.de@bechtle-plm.com; info@bechtle-plm.com; kontakt@bechtle-plm.com; office@bechtle-plm.com,https://www.bechtle-plm.com/,,Bechtle Platz 1,74172,Neckarsulm,DE,,,,,Europages,"pattern_mx_top3:info@bechtle-plm.com,kontakt@bechtle-plm.com,office@bechtle-plm.com",unknown,,smtp_unreachable,false
Franz Fischler GmbH & Co. KG,info@fischler.de; r.schilcher@fischler.de,http://www.fischler.de/,,Germanenstrasse 19,86343,Königsbrunn,DE,,,,,Europages,,unknown,,smtp_unreachable,false
Filter Profitlich Maschinenbau GmbH,info@fluessigkeitsfilter.eu; kontakt@fluessigkeitsfilter.eu; office@fluessigkeitsfilter.eu; service@fluessigkeitsfilter.eu; vertrieb@fluessigkeitsfilter.eu; info@filterprofi.de; mock@filterprofi.de; wolschtl@filterprofi.de; wolschtr@filterprofi.de,https://fluessigkeitsfilter.eu/,,Am Honnefer Kreuz 59,53604,Bad Honnef,DE,,,,,Europages,"pattern_mx:vertrieb@fluessigkeitsfilter.eu,kontakt@fluessigkeitsfilter.eu,info@fluessigkeitsfilter.eu,office@fluessigkeitsfilter.eu,service@fluessigkeitsfilter.eu",unknown,,smtp_unreachable,false
3XPERTS GmbH,info@3xperts.de,https://www.3xperts.de/,,"An den Höfen 1,",04425,Taucha,DE,,,,,Europages,,unknown,,smtp_unreachable,false
HubTrans GmbH Hebe- und Fördertechnik,hubtrans@hubtrans.com; info@hubtrans.com; kontakt@hubtrans.com; office@hubtrans.com; trepel@hubtrans.com,http://www.hubtrans.com/,,Erasmusstrasse 8,65199,Wiesbaden,DE,,,"kompletter Komponenten für Coilanlagen, Cargoanlag",,Europages,"pattern_mx_top3:info@hubtrans.com,kontakt@hubtrans.com,office@hubtrans.com",unknown,,smtp_unreachable,false
T.Dollner Verkehrstechnik e.K.,info@dollner.de; kontakt@dollner.de; leroy@dollner.de; office@dollner.de,http://www.dollner.de/,,Im Vorderen Burgfeld 16,74348,Lauffen,DE,,,,,Europages,"pattern_mx_top3:kontakt@dollner.de,office@dollner.de",unknown,,smtp_unreachable,false
